Customer_ID,First_Name,Last_Name,Gender,Age,Account_Type,Balance,Loan_Amount,Loan_Status,Credit_Score,Region,Marital_Status,Employment_Status,Number_of_Accounts,Date_Joined
CUST00190,Sarah,Miller,Male,37,Salary,54901.69,0.0,Pending,350,South,Married,Self-Employed,9,2004-07-16
CUST00191,Laura,Smith,Female,25,Salary,71239.6,0.0,Approved,676,South,Single,Unemployed,9,2004-07-25
CUST00192,Robert,Smith,Female,47,Current,82459.04,0.0,Approved,645,North,Married,Employed,6,2004-08-02
CUST00193,Michael,Miller,Female,60,Current,3554.27,0.0,Pending,474,East,Single,Employed,9,2004-08-11
CUST00194,Laura,Davis,Female,41,Savings,7000.56,0.0,Approved,815,East,Married,Employed,1,2004-08-20
CUST00195,Emily,Garcia,Male,37,Savings,90570.81,0.0,Pending,564,North,Single,Employed,5,2004-08-29
CUST00196,Michael,Davis,Female,49,Current,12211.95,0.0,Approved,829,Central,Married,Employed,3,2004-09-06
CUST00197,Sarah,Garcia,Female,79,Current,43490.05,0.0,Pending,471,East,Married,Self-Employed,4,2004-09-15
CUST00198,Chris,Johnson,Male,19,Savings,92421.1,26589.0,Pending,505,South,Married,Employed,4,2004-09-24
CUST00199,John,Smith,Non-Binary,58,Savings,51326.53,0.0,Rejected,816,Central,Married,Retired,3,2004-10-03
CUST00200,Robert,Hernandez,Male,59,Savings,4943.69,0.0,Rejected,358,West,Married,Self-Employed,6,2004-10-11
CUST00201,Laura,Johnson,Female,47,Fixed Deposit,60666.46,0.0,Approved,306,West,Married,Unemployed,8,2004-10-20
CUST00202,Emily,Williams,Male,62,Current,1329.92,0.0,Approved,607,South,Married,Employed,3,2004-10-29
CUST00203,Robert,Miller,Male,72,Fixed Deposit,7828.19,0.0,Approved,816,South,Married,Employed,4,2004-11-07
CUST00204,Anna,Brown,Female,30,Fixed Deposit,51402.6,26589.0,Approved,738,West,Single,Employed,1,2004-11-16
CUST00205,Jane,Miller,Female,28,Savings,25282.51,0.0,Rejected,542,West,Married,Unemployed,5,2004-11-24
CUST00206,Sarah,Garcia,Male,53,Savings,52753.42,0.0,Pending,308,West,Single,Retired,6,2004-12-03
CUST00207,David,Miller,Male,42,Fixed Deposit,94561.88,0.0,Pending,733,East,Married,Unemployed,9,2004-12-12
CUST00208,John,Davis,Male,42,Savings,32399.57,0.0,Approved,811,North,Single,Employed,9,2004-12-21
CUST00209,Jane,Davis,Male,21,Savings,72048.81,0.0,Approved,395,West,Married,Self-Employed,5,2004-12-29
CUST00210,Emily,Miller,Female,63,Current,76399.88,0.0,Approved,534,Central,Single,Employed,5,2005-01-07
CUST00211,John,Jones,Female,68,Savings,6690.87,26589.0,Pending,597,Central,Single,Self-Employed,3,2005-01-16
CUST00212,Sarah,Davis,Female,31,Fixed Deposit,45271.18,26589.0,Rejected,764,North,Single,Employed,6,2005-01-25
CUST00213,John,Brown,Male,66,Savings,38471.56,0.0,Approved,705,South,Single,Retired,8,2005-02-03
CUST00214,Michael,Hernandez,Male,31,Current,88357.36,0.0,Approved,619,East,Single,Employed,8,2005-02-11
CUST00215,Anna,Jones,Female,47,Current,96057.74,26589.0,Approved,646,East,Single,Retired,5,2005-02-20
CUST00216,Jane,Hernandez,Female,76,Current,55228.99,26589.0,Approved,616,South,Single,Self-Employed,5,2005-03-01
CUST00217,Robert,Garcia,Female,59,Salary,83110.71,26589.0,Approved,667,North,Single,Unemployed,9,2005-03-10
CUST00218,Michael,Brown,Non-Binary,39,Current,33516.07,0.0,Pending,304,Central,Married,Employed,5,2005-03-18
CUST00219,Emily,Garcia,Female,35,Savings,81774.69,0.0,Approved,802,South,Widowed,Employed,1,2005-03-27
CUST00220,Sarah,Davis,Male,45,Fixed Deposit,58339.16,26589.0,Approved,671,South,Single,Retired,7,2005-04-05
CUST00221,Robert,Garcia,Female,55,Fixed Deposit,38450.33,0.0,Pending,702,East,Married,Employed,3,2005-04-14
CUST00222,Sarah,Garcia,Male,45,Savings,68986.04,0.0,Pending,815,West,Single,Employed,7,2005-04-23
CUST00223,Robert,Brown,Male,55,Savings,36657.65,0.0,Pending,454,East,Married,Unemployed,7,2005-05-01
CUST00224,Emily,Davis,Non-Binary,56,Savings,39573.16,0.0,Approved,757,West,Married,Self-Employed,7,2005-05-10
CUST00225,Chris,Jones,Female,68,Fixed Deposit,18090.72,0.0,Approved,572,South,Widowed,Self-Employed,6,2005-05-19
CUST00226,Robert,Garcia,Male,39,Savings,73911.24,0.0,Rejected,559,South,Married,Employed,4,2005-05-28
CUST00227,Jane,Martinez,Female,44,Current,76673.09,0.0,Approved,613,South,Married,Employed,3,2005-06-05
CUST00228,Michael,Williams,Female,66,Savings,30213.26,0.0,Pending,321,Central,Single,Employed,9,2005-06-14
CUST00229,Anna,Brown,Female,66,Salary,71654.68,0.0,Approved,698,East,Single,Self-Employed,2,2005-06-23
CUST00230,Emily,Johnson,Female,47,Savings,33540.49,0.0,Approved,802,Central,Single,Employed,5,2005-07-02
CUST00231,Chris,Hernandez,Male,49,Current,54597.07,0.0,Rejected,823,South,Single,Employed,8,2005-07-10
CUST00232,Emily,Smith,Female,60,Savings,50577.17,26589.0,Pending,709,Central,Single,Employed,1,2005-07-19
CUST00233,Jane,Jones,Female,63,Savings,33440.76,0.0,Approved,668,West,Single,Employed,5,2005-07-28
CUST00234,Sarah,Jones,Female,29,Savings,22178.53,0.0,Approved,704,North,Married,Employed,4,2005-08-06
